Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_41_357,VPWR,li1,170.4300,122.4000,1.799927
FILLER_41_312,VPWR,li1,149.7300,122.4000,1.799943
FILLER_41_309,VPWR,li1,148.3500,122.4000,1.799945
FILLER_41_306,VPWR,li1,146.9700,122.4000,1.799948
FILLER_41_303,VPWR,li1,145.5900,122.4000,1.799948
FILLER_41_293,VPWR,li1,140.7600,122.4000,1.799954
FILLER_41_290,VPWR,li1,139.6100,122.4000,1.799958
FILLER_41_287,VPWR,li1,138.2300,122.4000,1.799958
FILLER_41_284,VPWR,li1,136.8500,122.4000,1.799962
FILLER_41_281,VPWR,li1,135.4700,122.4000,1.799962
FILLER_41_279,VPWR,li1,134.0900,122.4000,1.799965
FILLER_41_276,VPWR,li1,133.1700,122.4000,1.799968
FILLER_41_273,VPWR,li1,131.7900,122.4000,1.799968
FILLER_41_264,VPWR,li1,127.6500,122.4000,1.799967
FILLER_41_231,VPWR,li1,112.4700,122.4000,1.799951
FILLER_41_228,VPWR,li1,111.0900,122.4000,1.799950
FILLER_41_225,VPWR,li1,109.7100,122.4000,1.799950
FILLER_41_197,VPWR,li1,96.6000,122.4000,1.799937
FILLER_41_194,VPWR,li1,95.4500,122.4000,1.799937
FILLER_41_191,VPWR,li1,94.0700,122.4000,1.799932
FILLER_41_188,VPWR,li1,92.6900,122.4000,1.799929
FILLER_41_185,VPWR,li1,91.3100,122.4000,1.799929
FILLER_41_179,VPWR,li1,88.3200,122.4000,1.799924
FILLER_41_176,VPWR,li1,87.1700,122.4000,1.799924
FILLER_41_169,VPWR,li1,83.9500,122.4000,1.799927
FILLER_41_165,VPWR,li1,82.1100,122.4000,1.799930
FILLER_41_162,VPWR,li1,80.7300,122.4000,1.799934
FILLER_41_159,VPWR,li1,79.3500,122.4000,1.799934
FILLER_41_156,VPWR,li1,77.9700,122.4000,1.799941
FILLER_41_153,VPWR,li1,76.5900,122.4000,1.799941
FILLER_41_150,VPWR,li1,75.2100,122.4000,1.799948
FILLER_41_147,VPWR,li1,73.8300,122.4000,1.799948
FILLER_41_122,VPWR,li1,62.3300,122.4000,1.799945
FILLER_41_119,VPWR,li1,60.9500,122.4000,1.799945
FILLER_41_113,VPWR,li1,57.9600,122.4000,1.799942
FILLER_41_106,VPWR,li1,54.7400,122.4000,1.799941
FILLER_41_57,VPWR,li1,32.4300,122.4000,1.799955
FILLER_41_53,VPWR,li1,30.5900,122.4000,1.799954
FILLER_41_3,VPWR,li1,7.5900,122.4000,1.799979
FILLER_40_597,VPWR,li1,280.3700,122.4000,1.799983
FILLER_40_589,VPWR,li1,276.6900,122.4000,1.799980
FILLER_40_586,VPWR,li1,275.5400,122.4000,1.799980
FILLER_40_583,VPWR,li1,274.3900,122.4000,1.799979
FILLER_40_580,VPWR,li1,273.0100,122.4000,1.799979
FILLER_40_577,VPWR,li1,271.6300,122.4000,1.799978
FILLER_40_574,VPWR,li1,270.2500,122.4000,1.799977
FILLER_40_555,VPWR,li1,261.5100,122.4000,1.799975
FILLER_40_552,VPWR,li1,260.1300,122.4000,1.799975
FILLER_40_549,VPWR,li1,258.7500,122.4000,1.799975
FILLER_40_546,VPWR,li1,257.3700,122.4000,1.799975
FILLER_40_536,VPWR,li1,252.3100,122.4000,1.799978
FILLER_40_533,VPWR,li1,251.3900,122.4000,1.799979
FILLER_40_530,VPWR,li1,249.7800,122.4000,1.799975
FILLER_40_527,VPWR,li1,248.6300,122.4000,1.799975
FILLER_40_519,VPWR,li1,244.4900,122.4000,1.799967
FILLER_40_456,VPWR,li1,215.5100,122.4000,1.799963
FILLER_40_453,VPWR,li1,214.5900,122.4000,1.799963
FILLER_40_430,VPWR,li1,203.7800,122.4000,1.799955
FILLER_40_399,VPWR,li1,189.7500,122.4000,1.799959
FILLER_40_377,VPWR,li1,179.1700,122.4000,1.799942
FILLER_40_374,VPWR,li1,178.2500,122.4000,1.799939
FILLER_40_371,VPWR,li1,176.8700,122.4000,1.799936
FILLER_40_368,VPWR,li1,175.4900,122.4000,1.799936
FILLER_40_365,VPWR,li1,174.1100,122.4000,1.799932
FILLER_40_353,VPWR,li1,168.3600,122.4000,1.799925
FILLER_40_326,VPWR,li1,156.1700,122.4000,1.799940
FILLER_40_309,VPWR,li1,147.8900,122.4000,1.799945
FILLER_40_298,VPWR,li1,143.2900,122.4000,1.799951
FILLER_40_295,VPWR,li1,141.9100,122.4000,1.799954
FILLER_40_283,VPWR,li1,136.3900,122.4000,1.799962
FILLER_40_280,VPWR,li1,135.0100,122.4000,1.799965
FILLER_40_277,VPWR,li1,133.6300,122.4000,1.799965
FILLER_40_274,VPWR,li1,132.2500,122.4000,1.799968
FILLER_40_264,VPWR,li1,127.1900,122.4000,1.799967
FILLER_40_259,VPWR,li1,124.8900,122.4000,1.799962
FILLER_40_256,VPWR,li1,123.9700,122.4000,1.799959
FILLER_40_253,VPWR,li1,122.5900,122.4000,1.799959
FILLER_40_247,VPWR,li1,119.3700,122.4000,1.799954
FILLER_40_244,VPWR,li1,118.4500,122.4000,1.799954
FILLER_40_223,VPWR,li1,108.7900,122.4000,1.799950
FILLER_40_220,VPWR,li1,107.4100,122.4000,1.799950
FILLER_40_209,VPWR,li1,102.1200,122.4000,1.799954
FILLER_40_188,VPWR,li1,92.2300,122.4000,1.799929
FILLER_40_181,VPWR,li1,89.0100,122.4000,1.799924
FILLER_40_168,VPWR,li1,83.4900,122.4000,1.799930
FILLER_40_165,VPWR,li1,82.1100,122.4000,1.799930
FILLER_40_162,VPWR,li1,80.7300,122.4000,1.799934
FILLER_40_119,VPWR,li1,60.9500,122.4000,1.799945
FILLER_40_95,VPWR,li1,49.4500,122.4000,1.799943
FILLER_40_88,VPWR,li1,46.6900,122.4000,1.799950
FILLER_40_85,VPWR,li1,45.3100,122.4000,1.799950
FILLER_40_68,VPWR,li1,37.4900,122.4000,1.799961
FILLER_40_38,VPWR,li1,23.2300,122.4000,1.799958
FILLER_40_27,VPWR,li1,18.1700,122.4000,1.799967
FILLER_40_24,VPWR,li1,17.2500,122.4000,1.799967
FILLER_39_610,VPWR,li1,286.5800,116.9600,1.799969
FILLER_39_590,VPWR,li1,277.6100,116.9600,1.799967
FILLER_39_587,VPWR,li1,276.2300,116.9600,1.799966
FILLER_39_584,VPWR,li1,274.8500,116.9600,1.799966
FILLER_39_570,VPWR,li1,267.9500,116.9600,1.799962
FILLER_39_561,VPWR,li1,263.8100,116.9600,1.799962
FILLER_39_548,VPWR,li1,258.2900,116.9600,1.799967
FILLER_39_537,VPWR,li1,252.7700,116.9600,1.799971
FILLER_39_534,VPWR,li1,251.8500,116.9600,1.799974
FILLER_39_531,VPWR,li1,250.4700,116.9600,1.799974
FILLER_39_508,VPWR,li1,239.6600,116.9600,1.799957
FILLER_39_505,VPWR,li1,238.5100,116.9600,1.799956
FILLER_39_490,VPWR,li1,231.3800,116.9600,1.799954
FILLER_39_487,VPWR,li1,230.2300,116.9600,1.799956
FILLER_39_484,VPWR,li1,228.8500,116.9600,1.799956
FILLER_39_481,VPWR,li1,227.4700,116.9600,1.799958
FILLER_39_449,VPWR,li1,212.5200,116.9600,1.799948
FILLER_39_424,VPWR,li1,201.2500,116.9600,1.799943
FILLER_39_421,VPWR,li1,199.8700,116.9600,1.799944
FILLER_39_397,VPWR,li1,188.8300,116.9600,1.799963
FILLER_39_377,VPWR,li1,179.6300,116.9600,1.799953
FILLER_39_355,VPWR,li1,169.0500,116.9600,1.799955
FILLER_39_349,VPWR,li1,166.5200,116.9600,1.799958
FILLER_39_346,VPWR,li1,165.3700,116.9600,1.799958
FILLER_39_334,VPWR,li1,159.6200,116.9600,1.799970
FILLER_39_331,VPWR,li1,158.4700,116.9600,1.799968
FILLER_39_328,VPWR,li1,157.0900,116.9600,1.799968
FILLER_39_325,VPWR,li1,155.7100,116.9600,1.799967
FILLER_39_314,VPWR,li1,150.4200,116.9600,1.799963
FILLER_39_287,VPWR,li1,138.0000,116.9600,1.799964
FILLER_39_284,VPWR,li1,136.8500,116.9600,1.799966
FILLER_39_281,VPWR,li1,135.4700,116.9600,1.799966
FILLER_39_279,VPWR,li1,134.0900,116.9600,1.799969
FILLER_39_276,VPWR,li1,133.1700,116.9600,1.799969
FILLER_39_273,VPWR,li1,131.7900,116.9600,1.799972
FILLER_39_270,VPWR,li1,130.4100,116.9600,1.799972
FILLER_39_267,VPWR,li1,129.0300,116.9600,1.799967
FILLER_39_255,VPWR,li1,123.5100,116.9600,1.799955
FILLER_39_252,VPWR,li1,122.1300,116.9600,1.799955
FILLER_39_249,VPWR,li1,120.7500,116.9600,1.799952
FILLER_39_246,VPWR,li1,119.3700,116.9600,1.799948
FILLER_39_243,VPWR,li1,117.9900,116.9600,1.799948
FILLER_39_240,VPWR,li1,116.6100,116.9600,1.799943
FILLER_39_237,VPWR,li1,115.2300,116.9600,1.799943
FILLER_39_234,VPWR,li1,113.8500,116.9600,1.799938
FILLER_39_231,VPWR,li1,112.4700,116.9600,1.799938
FILLER_39_228,VPWR,li1,111.0900,116.9600,1.799934
FILLER_39_225,VPWR,li1,109.7100,116.9600,1.799934
FILLER_39_222,VPWR,li1,108.1000,116.9600,1.799930
FILLER_39_219,VPWR,li1,106.9500,116.9600,1.799927
FILLER_39_216,VPWR,li1,105.5700,116.9600,1.799927
FILLER_39_213,VPWR,li1,104.1900,116.9600,1.799922
FILLER_39_208,VPWR,li1,101.4300,116.9600,1.799934
FILLER_39_205,VPWR,li1,100.5100,116.9600,1.799934
FILLER_39_187,VPWR,li1,91.7700,116.9600,1.799917
FILLER_39_178,VPWR,li1,88.0900,116.9600,1.799917
FILLER_39_175,VPWR,li1,86.7100,116.9600,1.799917
FILLER_39_172,VPWR,li1,85.3300,116.9600,1.799919
FILLER_39_169,VPWR,li1,83.9500,116.9600,1.799922
FILLER_39_166,VPWR,li1,82.3400,116.9600,1.799922
FILLER_39_147,VPWR,li1,73.3700,116.9600,1.799949
FILLER_39_113,VPWR,li1,57.7300,116.9600,1.799955
FILLER_39_110,VPWR,li1,56.5800,116.9600,1.799955
FILLER_39_92,VPWR,li1,48.0700,116.9600,1.799962
FILLER_39_89,VPWR,li1,47.1500,116.9600,1.799962
FILLER_39_86,VPWR,li1,45.7700,116.9600,1.799965
FILLER_39_83,VPWR,li1,44.3900,116.9600,1.799967
FILLER_39_80,VPWR,li1,43.0100,116.9600,1.799967
FILLER_39_71,VPWR,li1,38.4100,116.9600,1.799965
FILLER_39_68,VPWR,li1,37.4900,116.9600,1.799959
FILLER_39_65,VPWR,li1,36.1100,116.9600,1.799959
FILLER_39_54,VPWR,li1,30.8200,116.9600,1.799954
FILLER_39_51,VPWR,li1,29.6700,116.9600,1.799954
FILLER_39_6,VPWR,li1,8.7400,116.9600,1.799972
FILLER_39_3,VPWR,li1,7.5900,116.9600,1.799972
FILLER_38_611,VPWR,li1,286.8100,116.9600,1.799969
FILLER_38_603,VPWR,li1,283.3600,116.9600,1.799969
FILLER_38_598,VPWR,li1,280.8300,116.9600,1.799970
FILLER_38_589,VPWR,li1,276.6900,116.9600,1.799967
FILLER_38_585,VPWR,li1,275.3100,116.9600,1.799966
FILLER_38_582,VPWR,li1,273.9300,116.9600,1.799964
FILLER_38_579,VPWR,li1,272.5500,116.9600,1.799964
FILLER_38_576,VPWR,li1,271.1700,116.9600,1.799963
FILLER_38_573,VPWR,li1,269.7900,116.9600,1.799963
FILLER_38_570,VPWR,li1,267.9500,116.9600,1.799962
FILLER_38_548,VPWR,li1,257.8300,116.9600,1.799967
FILLER_38_545,VPWR,li1,256.9100,116.9600,1.799969
FILLER_38_542,VPWR,li1,255.5300,116.9600,1.799969
FILLER_38_530,VPWR,li1,249.7800,116.9600,1.799970
FILLER_38_527,VPWR,li1,248.6300,116.9600,1.799970
FILLER_38_524,VPWR,li1,247.2500,116.9600,1.799964
FILLER_38_521,VPWR,li1,245.8700,116.9600,1.799964
FILLER_38_510,VPWR,li1,240.8100,116.9600,1.799957
FILLER_38_507,VPWR,li1,239.4300,116.9600,1.799957
FILLER_38_504,VPWR,li1,238.0500,116.9600,1.799956
FILLER_38_480,VPWR,li1,227.0100,116.9600,1.799958
FILLER_38_477,VPWR,li1,225.6300,116.9600,1.799960
FILLER_38_467,VPWR,li1,220.5700,116.9600,1.799965
FILLER_38_445,VPWR,li1,210.4500,116.9600,1.799946
FILLER_38_425,VPWR,li1,201.4800,116.9600,1.799943
FILLER_38_419,VPWR,li1,198.4900,116.9600,1.799944
FILLER_38_377,VPWR,li1,179.6300,116.9600,1.799953
FILLER_38_372,VPWR,li1,176.8700,116.9600,1.799952
FILLER_38_369,VPWR,li1,175.9500,116.9600,1.799952
FILLER_38_361,VPWR,li1,172.2700,116.9600,1.799952
FILLER_38_358,VPWR,li1,170.8900,116.9600,1.799952
FILLER_38_327,VPWR,li1,156.4000,116.9600,1.799967
FILLER_38_324,VPWR,li1,155.2500,116.9600,1.799967
FILLER_38_321,VPWR,li1,153.8700,116.9600,1.799965
FILLER_38_318,VPWR,li1,152.4900,116.9600,1.799965
FILLER_38_307,VPWR,li1,146.9700,116.9600,1.799962
FILLER_38_304,VPWR,li1,146.0500,116.9600,1.799962
FILLER_38_301,VPWR,li1,144.6700,116.9600,1.799962
FILLER_38_279,VPWR,li1,134.0900,116.9600,1.799969
FILLER_38_274,VPWR,li1,131.7900,116.9600,1.799972
FILLER_38_271,VPWR,li1,130.8700,116.9600,1.799972
FILLER_38_268,VPWR,li1,129.4900,116.9600,1.799967
FILLER_38_265,VPWR,li1,128.1100,116.9600,1.799967
FILLER_38_262,VPWR,li1,126.7300,116.9600,1.799961
FILLER_38_256,VPWR,li1,123.7400,116.9600,1.799955
FILLER_38_253,VPWR,li1,122.5900,116.9600,1.799955
FILLER_38_243,VPWR,li1,117.9900,116.9600,1.799948
FILLER_38_240,VPWR,li1,116.6100,116.9600,1.799943
FILLER_38_237,VPWR,li1,115.2300,116.9600,1.799943
FILLER_38_234,VPWR,li1,113.8500,116.9600,1.799938
FILLER_38_223,VPWR,li1,108.7900,116.9600,1.799930
FILLER_38_220,VPWR,li1,107.4100,116.9600,1.799930
FILLER_38_203,VPWR,li1,99.5900,116.9600,1.799928
FILLER_38_200,VPWR,li1,98.2100,116.9600,1.799928
FILLER_38_197,VPWR,li1,96.8300,116.9600,1.799923
FILLER_38_190,VPWR,li1,93.3800,116.9600,1.799917
FILLER_38_171,VPWR,li1,84.6400,116.9600,1.799919
FILLER_38_168,VPWR,li1,83.4900,116.9600,1.799922
FILLER_38_159,VPWR,li1,79.1200,116.9600,1.799931
FILLER_38_156,VPWR,li1,77.9700,116.9600,1.799931
FILLER_38_145,VPWR,li1,72.9100,116.9600,1.799949
FILLER_38_139,VPWR,li1,69.6900,116.9600,1.799958
FILLER_38_136,VPWR,li1,68.7700,116.9600,1.799958
FILLER_38_133,VPWR,li1,67.3900,116.9600,1.799956
FILLER_38_85,VPWR,li1,44.8500,116.9600,1.799965
FILLER_38_81,VPWR,li1,43.4700,116.9600,1.799967
FILLER_38_78,VPWR,li1,42.0900,116.9600,1.799970
FILLER_38_54,VPWR,li1,31.0500,116.9600,1.799954
FILLER_38_27,VPWR,li1,18.1700,116.9600,1.799960
FILLER_38_24,VPWR,li1,17.2500,116.9600,1.799960
FILLER_37_601,VPWR,li1,282.2100,111.5200,1.799979
FILLER_37_588,VPWR,li1,276.6900,111.5200,1.799978
FILLER_37_547,VPWR,li1,257.3700,111.5200,1.799972
FILLER_37_501,VPWR,li1,236.6700,111.5200,1.799965
FILLER_37_498,VPWR,li1,235.2900,111.5200,1.799966
FILLER_37_486,VPWR,li1,229.7700,111.5200,1.799967
FILLER_37_483,VPWR,li1,228.3900,111.5200,1.799967
FILLER_37_480,VPWR,li1,227.0100,111.5200,1.799967
FILLER_37_457,VPWR,li1,216.4300,111.5200,1.799967
FILLER_37_447,VPWR,li1,211.3700,111.5200,1.799960
FILLER_37_436,VPWR,li1,206.7700,111.5200,1.799955
FILLER_37_433,VPWR,li1,205.3900,111.5200,1.799954
FILLER_37_423,VPWR,li1,200.3300,111.5200,1.799955
FILLER_37_411,VPWR,li1,195.2700,111.5200,1.799960
FILLER_37_408,VPWR,li1,193.8900,111.5200,1.799963
FILLER_37_393,VPWR,li1,186.7600,111.5200,1.799960
FILLER_37_370,VPWR,li1,175.9500,111.5200,1.799957
FILLER_37_367,VPWR,li1,175.0300,111.5200,1.799957
FILLER_37_356,VPWR,li1,169.7400,111.5200,1.799963
FILLER_37_353,VPWR,li1,168.5900,111.5200,1.799965
FILLER_37_350,VPWR,li1,167.2100,111.5200,1.799965
FILLER_37_347,VPWR,li1,165.8300,111.5200,1.799968
FILLER_37_337,VPWR,li1,160.7700,111.5200,1.799974
FILLER_37_335,VPWR,li1,159.8500,111.5200,1.799977
FILLER_37_332,VPWR,li1,158.9300,111.5200,1.799977
FILLER_37_329,VPWR,li1,157.5500,111.5200,1.799975
FILLER_37_326,VPWR,li1,156.1700,111.5200,1.799975
FILLER_37_323,VPWR,li1,154.7900,111.5200,1.799974
FILLER_37_320,VPWR,li1,153.4100,111.5200,1.799974
FILLER_37_317,VPWR,li1,152.0300,111.5200,1.799974
FILLER_37_314,VPWR,li1,150.6500,111.5200,1.799972
FILLER_37_311,VPWR,li1,149.2700,111.5200,1.799972
FILLER_37_308,VPWR,li1,147.8900,111.5200,1.799972
FILLER_37_305,VPWR,li1,146.5100,111.5200,1.799972
FILLER_37_302,VPWR,li1,145.1300,111.5200,1.799971
FILLER_37_278,VPWR,li1,133.8600,111.5200,1.799973
FILLER_37_275,VPWR,li1,132.7100,111.5200,1.799973
FILLER_37_272,VPWR,li1,131.3300,111.5200,1.799975
FILLER_37_269,VPWR,li1,129.9500,111.5200,1.799970
FILLER_37_266,VPWR,li1,128.5700,111.5200,1.799970
FILLER_37_237,VPWR,li1,115.2300,111.5200,1.799943
FILLER_37_225,VPWR,li1,109.7100,111.5200,1.799942
FILLER_37_212,VPWR,li1,103.7300,111.5200,1.799945
FILLER_37_209,VPWR,li1,102.3500,111.5200,1.799945
FILLER_37_202,VPWR,li1,99.1300,111.5200,1.799933
FILLER_37_199,VPWR,li1,97.7500,111.5200,1.799933
FILLER_37_181,VPWR,li1,89.2400,111.5200,1.799898
FILLER_37_175,VPWR,li1,86.4800,111.5200,1.799888
FILLER_37_167,VPWR,li1,82.5700,111.5200,1.799897
FILLER_37_164,VPWR,li1,81.6500,111.5200,1.799897
FILLER_37_145,VPWR,li1,72.6800,111.5200,1.799933
FILLER_37_142,VPWR,li1,71.5300,111.5200,1.799944
FILLER_37_139,VPWR,li1,70.1500,111.5200,1.799944
FILLER_37_102,VPWR,li1,52.6700,111.5200,1.799944
FILLER_37_99,VPWR,li1,51.7500,111.5200,1.799946
FILLER_37_96,VPWR,li1,50.3700,111.5200,1.799946
FILLER_37_93,VPWR,li1,48.9900,111.5200,1.799950
FILLER_37_90,VPWR,li1,47.6100,111.5200,1.799955
FILLER_37_73,VPWR,li1,39.5600,111.5200,1.799971
FILLER_37_63,VPWR,li1,34.7300,111.5200,1.799963
FILLER_37_60,VPWR,li1,33.8100,111.5200,1.799963
FILLER_37_57,VPWR,li1,32.4300,111.5200,1.799963
FILLER_37_45,VPWR,li1,26.6800,111.5200,1.799961
FILLER_37_42,VPWR,li1,25.5300,111.5200,1.799961
FILLER_37_11,VPWR,li1,10.8100,111.5200,1.799977
FILLER_36_610,VPWR,li1,286.5800,111.5200,1.799976
FILLER_36_589,VPWR,li1,276.6900,111.5200,1.799978
FILLER_36_582,VPWR,li1,273.7000,111.5200,1.799974
FILLER_36_579,VPWR,li1,272.5500,111.5200,1.799974
FILLER_36_567,VPWR,li1,266.5700,111.5200,1.799969
FILLER_36_555,VPWR,li1,261.5100,111.5200,1.799970
FILLER_36_543,VPWR,li1,255.7600,111.5200,1.799972
FILLER_36_533,VPWR,li1,250.9300,111.5200,1.799976
FILLER_36_520,VPWR,li1,245.1800,111.5200,1.799969
FILLER_36_517,VPWR,li1,244.0300,111.5200,1.799965
FILLER_36_514,VPWR,li1,242.6500,111.5200,1.799965
FILLER_36_503,VPWR,li1,237.3600,111.5200,1.799965
FILLER_36_500,VPWR,li1,236.2100,111.5200,1.799966
FILLER_36_497,VPWR,li1,234.8300,111.5200,1.799966
FILLER_36_494,VPWR,li1,233.4500,111.5200,1.799966
FILLER_36_491,VPWR,li1,232.0700,111.5200,1.799966
FILLER_36_488,VPWR,li1,230.6900,111.5200,1.799967
FILLER_36_483,VPWR,li1,227.9300,111.5200,1.799967
FILLER_36_480,VPWR,li1,227.0100,111.5200,1.799967
FILLER_36_477,VPWR,li1,225.6300,111.5200,1.799968
FILLER_36_453,VPWR,li1,214.3600,111.5200,1.799962
FILLER_36_450,VPWR,li1,213.2100,111.5200,1.799962
FILLER_36_447,VPWR,li1,211.8300,111.5200,1.799960
FILLER_36_444,VPWR,li1,210.4500,111.5200,1.799957
FILLER_36_429,VPWR,li1,203.3200,111.5200,1.799954
FILLER_36_418,VPWR,li1,198.2600,111.5200,1.799957
FILLER_36_395,VPWR,li1,187.6800,111.5200,1.799963
FILLER_36_386,VPWR,li1,183.3100,111.5200,1.799957
FILLER_36_361,VPWR,li1,172.2700,111.5200,1.799959
FILLER_36_354,VPWR,li1,169.0500,111.5200,1.799963
FILLER_36_351,VPWR,li1,167.6700,111.5200,1.799965
FILLER_36_348,VPWR,li1,166.2900,111.5200,1.799968
FILLER_36_345,VPWR,li1,164.9100,111.5200,1.799968
FILLER_36_321,VPWR,li1,153.8700,111.5200,1.799974
FILLER_36_318,VPWR,li1,152.4900,111.5200,1.799974
FILLER_36_306,VPWR,li1,146.7400,111.5200,1.799972
FILLER_36_303,VPWR,li1,145.5900,111.5200,1.799971
FILLER_36_300,VPWR,li1,144.2100,111.5200,1.799971
FILLER_36_297,VPWR,li1,142.8300,111.5200,1.799970
FILLER_36_294,VPWR,li1,141.4500,111.5200,1.799970
FILLER_36_291,VPWR,li1,140.0700,111.5200,1.799970
FILLER_36_288,VPWR,li1,138.6900,111.5200,1.799971
FILLER_36_285,VPWR,li1,137.3100,111.5200,1.799971
FILLER_36_282,VPWR,li1,135.9300,111.5200,1.799972
FILLER_36_267,VPWR,li1,129.0300,111.5200,1.799970
FILLER_36_256,VPWR,li1,123.7400,111.5200,1.799956
FILLER_36_253,VPWR,li1,122.5900,111.5200,1.799953
FILLER_36_250,VPWR,li1,120.9800,111.5200,1.799953
FILLER_36_240,VPWR,li1,116.3800,111.5200,1.799943
FILLER_36_218,VPWR,li1,106.0300,111.5200,1.799944
FILLER_36_215,VPWR,li1,105.1100,111.5200,1.799944
FILLER_36_212,VPWR,li1,103.7300,111.5200,1.799945
FILLER_36_209,VPWR,li1,102.3500,111.5200,1.799945
FILLER_36_193,VPWR,li1,94.9900,111.5200,1.799917
FILLER_36_190,VPWR,li1,93.6100,111.5200,1.799909
FILLER_36_187,VPWR,li1,92.2300,111.5200,1.799909
FILLER_36_184,VPWR,li1,90.8500,111.5200,1.799898
FILLER_36_181,VPWR,li1,89.4700,111.5200,1.799898
FILLER_36_172,VPWR,li1,84.8700,111.5200,1.799890
FILLER_36_161,VPWR,li1,80.2700,111.5200,1.799907
FILLER_36_158,VPWR,li1,78.8900,111.5200,1.799907
FILLER_36_155,VPWR,li1,77.5100,111.5200,1.799913
FILLER_36_141,VPWR,li1,70.6100,111.5200,1.799944
FILLER_36_109,VPWR,li1,55.8900,111.5200,1.799939
FILLER_36_106,VPWR,li1,54.9700,111.5200,1.799942
FILLER_36_103,VPWR,li1,53.5900,111.5200,1.799944
FILLER_36_100,VPWR,li1,52.2100,111.5200,1.799944
FILLER_36_95,VPWR,li1,49.4500,111.5200,1.799950
FILLER_36_92,VPWR,li1,48.5300,111.5200,1.799950
FILLER_36_83,VPWR,li1,43.9300,111.5200,1.799960
FILLER_36_80,VPWR,li1,43.0100,111.5200,1.799965
FILLER_36_77,VPWR,li1,41.6300,111.5200,1.799965
FILLER_36_74,VPWR,li1,40.2500,111.5200,1.799971
FILLER_36_71,VPWR,li1,38.8700,111.5200,1.799971
FILLER_36_49,VPWR,li1,28.2900,111.5200,1.799961
FILLER_36_38,VPWR,li1,23.4600,111.5200,1.799961
FILLER_36_27,VPWR,li1,18.1700,111.5200,1.799963
FILLER_36_3,VPWR,li1,7.5900,111.5200,1.799977
FILLER_35_609,VPWR,li1,286.3500,106.0800,1.799973
FILLER_35_606,VPWR,li1,284.9700,106.0800,1.799973
FILLER_35_603,VPWR,li1,283.5900,106.0800,1.799973
FILLER_35_598,VPWR,li1,280.8300,106.0800,1.799974
FILLER_35_595,VPWR,li1,279.9100,106.0800,1.799968
FILLER_35_592,VPWR,li1,278.5300,106.0800,1.799968
FILLER_35_583,VPWR,li1,274.3900,106.0800,1.799957
FILLER_35_580,VPWR,li1,273.0100,106.0800,1.799957
FILLER_35_577,VPWR,li1,271.6300,106.0800,1.799955
FILLER_35_574,VPWR,li1,270.2500,106.0800,1.799955
FILLER_35_561,VPWR,li1,263.8100,106.0800,1.799956
FILLER_35_558,VPWR,li1,262.6600,106.0800,1.799958
FILLER_35_528,VPWR,li1,248.8600,106.0800,1.799964
FILLER_35_525,VPWR,li1,247.7100,106.0800,1.799964
FILLER_35_522,VPWR,li1,246.3300,106.0800,1.799960
FILLER_35_519,VPWR,li1,244.9500,106.0800,1.799954
FILLER_35_508,VPWR,li1,239.6600,106.0800,1.799949
FILLER_35_505,VPWR,li1,238.5100,106.0800,1.799946
FILLER_35_502,VPWR,li1,236.9000,106.0800,1.799946
FILLER_35_499,VPWR,li1,235.7500,106.0800,1.799946
FILLER_35_496,VPWR,li1,234.3700,106.0800,1.799944
FILLER_35_493,VPWR,li1,232.9900,106.0800,1.799944
FILLER_35_482,VPWR,li1,227.4700,106.0800,1.799942
FILLER_35_479,VPWR,li1,226.5500,106.0800,1.799942
FILLER_35_476,VPWR,li1,225.1700,106.0800,1.799941
FILLER_35_465,VPWR,li1,219.6500,106.0800,1.799931
FILLER_35_462,VPWR,li1,218.7300,106.0800,1.799931
FILLER_35_452,VPWR,li1,213.6700,106.0800,1.799899
FILLER_35_449,VPWR,li1,212.7500,106.0800,1.799886
FILLER_35_435,VPWR,li1,206.3100,106.0800,1.799900
FILLER_35_432,VPWR,li1,204.9300,106.0800,1.799905
FILLER_35_429,VPWR,li1,203.5500,106.0800,1.799911
FILLER_35_426,VPWR,li1,202.1700,106.0800,1.799911
FILLER_35_423,VPWR,li1,200.7900,106.0800,1.799922
FILLER_35_420,VPWR,li1,199.4100,106.0800,1.799922
FILLER_35_417,VPWR,li1,198.0300,106.0800,1.799928
FILLER_35_399,VPWR,li1,189.2900,106.0800,1.799957
FILLER_35_396,VPWR,li1,188.3700,106.0800,1.799957
FILLER_35_393,VPWR,li1,186.9900,106.0800,1.799955
FILLER_35_391,VPWR,li1,185.6100,106.0800,1.799954
FILLER_35_388,VPWR,li1,184.6900,106.0800,1.799954
FILLER_35_373,VPWR,li1,177.7900,106.0800,1.799957
FILLER_35_370,VPWR,li1,176.4100,106.0800,1.799957
FILLER_35_361,VPWR,li1,172.2700,106.0800,1.799961
FILLER_35_358,VPWR,li1,170.8900,106.0800,1.799965
FILLER_35_351,VPWR,li1,167.6700,106.0800,1.799969
FILLER_35_348,VPWR,li1,166.2900,106.0800,1.799972
FILLER_35_345,VPWR,li1,164.9100,106.0800,1.799972
FILLER_35_335,VPWR,li1,159.8500,106.0800,1.799981
FILLER_35_332,VPWR,li1,158.9300,106.0800,1.799981
FILLER_35_321,VPWR,li1,153.6400,106.0800,1.799981
FILLER_35_318,VPWR,li1,152.4900,106.0800,1.799981
FILLER_35_315,VPWR,li1,151.1100,106.0800,1.799982
